농장,화방번호,날짜,개화수,착과수,수확수,개당무게,총무게,초장,잎길이,잎폭,잎수
조정숙,14,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,14,13,0.21 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,14,14,0.37 ,3.37 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,14,15,0.42 ,3.68 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,14,16,0.47 ,5.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,14,17,0.37 ,5.95 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,14,18,0.37 ,5.32 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,14,19,0.32 ,4.68 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,14,20,0.42 ,4.42 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,14,21,0.42 ,4.63 ,0.21 ,1.22 ,2.45 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,14,22,0.37 ,4.47 ,0.58 ,1.73 ,6.55 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,14,23,0.42 ,4.37 ,0.58 ,2.53 ,7.10 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,15,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,15,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,15,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,15,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,15,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,15,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,15,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,15,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,15,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,15,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,15,11,0.53 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,15,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,15,13,0.21 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,15,14,0.37 ,3.37 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,15,15,0.42 ,3.68 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,15,16,0.47 ,5.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,15,17,0.37 ,5.95 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,15,18,0.37 ,5.32 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,15,19,0.32 ,4.68 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,15,20,0.42 ,4.42 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,15,21,0.32 ,4.63 ,0.21 ,1.22 ,2.45 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,15,22,0.58 ,4.21 ,0.58 ,1.73 ,6.55 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,15,23,0.53 ,4.58 ,0.58 ,2.53 ,7.10 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,16,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,16,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,16,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,16,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,16,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,16,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,16,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,16,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,16,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,16,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,16,11,0.53 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,16,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,16,13,0.21 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,16,14,0.37 ,3.37 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,16,15,0.42 ,3.68 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,16,16,0.47 ,5.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,16,17,0.37 ,5.95 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,16,18,0.37 ,5.32 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,16,19,0.32 ,4.68 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,16,20,0.42 ,4.42 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,16,21,0.32 ,4.63 ,0.21 ,1.22 ,2.45 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,16,22,0.47 ,4.21 ,0.58 ,1.73 ,6.55 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,16,23,0.68 ,4.47 ,0.58 ,2.53 ,7.10 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,17,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,17,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,17,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,17,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,17,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,17,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,17,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,17,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,17,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,17,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,17,11,0.53 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,17,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,17,13,0.21 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,17,14,0.37 ,3.37 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,17,15,0.42 ,3.68 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,17,16,0.47 ,5.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,17,17,0.37 ,5.95 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,17,18,0.37 ,5.32 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,17,19,0.32 ,4.68 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,17,20,0.42 ,4.42 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,17,21,0.32 ,4.63 ,0.21 ,1.22 ,2.45 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,17,22,0.47 ,4.21 ,0.58 ,1.73 ,6.55 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,17,23,0.68 ,4.47 ,0.58 ,2.53 ,7.10 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,18,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,18,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,18,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,18,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,18,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,18,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,18,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,18,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,18,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,18,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,18,11,0.53 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,18,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,18,13,0.21 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,18,14,0.37 ,3.37 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,18,15,0.42 ,3.68 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,18,16,0.47 ,5.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,18,17,0.37 ,5.95 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,18,18,0.37 ,5.32 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,18,19,0.32 ,4.68 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,18,20,0.42 ,4.42 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,18,21,0.32 ,4.63 ,0.21 ,1.22 ,2.45 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,18,22,0.47 ,4.21 ,0.58 ,1.73 ,6.55 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,18,23,0.68 ,4.47 ,0.58 ,2.53 ,7.10 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,19,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,19,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,19,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,19,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,19,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,19,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,19,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,19,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,19,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,19,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,19,11,0.53 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,19,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,19,13,0.21 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,19,14,0.37 ,3.37 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,19,15,0.42 ,3.68 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,19,16,0.47 ,5.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,19,17,0.37 ,5.95 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,19,18,0.47 ,5.32 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,19,19,0.32 ,4.68 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,19,20,0.42 ,4.42 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,19,21,0.32 ,4.63 ,0.21 ,1.22 ,2.45 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,19,22,0.47 ,4.21 ,0.58 ,1.73 ,6.55 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,19,23,0.68 ,4.47 ,0.58 ,2.53 ,7.10 ,503.80 ,36.00 ,34.40 ,10.20 
